distance,elevation,from,to
664.3327907974888,927,TA00076,TA00070
684.588916274752,1147,TA00076,TA00071
671.5274527849085,1156,TA00076,TA00072
221.34553747564573,-670,TA00076,TA00073
237.77951701676747,-552,TA00076,TA00074
16.74789838336841,-595,TA00076,TA00077
244.4046970051588,122,TA00077,TA00020
127.42158826024134,-181,TA00077,TA00021
398.6220795000797,974,TA00077,TA00023
232.7937158992239,245,TA00077,TA00024
214.05577975050952,-33,TA00077,TA00025
122.95424707201283,-171,TA00077,TA00026
292.01111722455744,158,TA00077,TA00027
235.5508088959454,-251,TA00077,TA00028
169.42136645640588,-758,TA00077,TA00029
121.05415966207902,-157,TA00077,TA00030
75.16278359052299,-743,TA00077,TA00054
234.01515964837992,389,TA00077,TA00056
221.08922137110287,129,TA00077,TA00057
20.276508064731043,-203,TA00077,TA00061
136.96042955512314,44,TA00077,TA00064
74.7031481774662,199,TA00077,TA00065
202.56982441742431,-231,TA00077,TA00066
324.25512336575696,581,TA00077,TA00067
657.8726053269755,1633,TA00077,TA00068
659.4810731720847,1710,TA00077,TA00069
647.5907929941192,1522,TA00077,TA00070
667.8498345689056,1742,TA00077,TA00071
654.7895480177328,1751,TA00077,TA00072
210.2974062748932,-75,TA00077,TA00073
223.9820359729512,43,TA00077,TA00074
16.74789838336841,595,TA00077,TA00076
