distance,elevation,from,to
264.7146191357068,-450,TA00065,TA00028
217.4943425243434,-957,TA00065,TA00029
192.15846853121596,-356,TA00065,TA00030
118.29091300891761,-942,TA00065,TA00054
284.23023903372876,190,TA00065,TA00056
284.0035810187215,-70,TA00065,TA00057
85.37639165804778,-402,TA00065,TA00061
64.41552383344383,-155,TA00065,TA00064
267.500076467309,-430,TA00065,TA00066
388.10880404714436,382,TA00065,TA00067
728.1033580401469,1434,TA00065,TA00068
729.8375838549562,1511,TA00065,TA00069
717.8316756663447,1323,TA00065,TA00070
738.2203787877453,1543,TA00065,TA00071
723.4078878291923,1552,TA00065,TA00072
242.92865477129365,-274,TA00065,TA00073
270.83318837712517,-156,TA00065,TA00074
59.5809096502883,396,TA00065,TA00076
74.7031481774662,-199,TA00065,TA00077
48.53091220000461,353,TA00066,TA00020
279.3250017245795,50,TA00066,TA00021
197.6523790713266,1205,TA00066,TA00023
47.74181851908603,476,TA00066,TA00024
11.607953842215329,198,TA00066,TA00025
121.78388978077929,60,TA00066,TA00026
184.4918207406833,389,TA00066,TA00027
155.30539040463736,-20,TA00066,TA00028
85.42784795109483,-527,TA00066,TA00029
87.68475661923173,74,TA00066,TA00030
154.24091379163102,-512,TA00066,TA00054
80.88858791090973,620,TA00066,TA00056
21.62092140639283,360,TA00066,TA00057
185.31441780146145,28,TA00066,TA00061
315.88933785622174,275,TA00066,TA00064
267.500076467309,430,TA00066,TA00065
121.68539626829967,812,TA00066,TA00067
463.30958705370324,1864,TA00066,TA00068
465.2669892612944,1941,TA00066,TA00069
453.0912696609083,1753,TA00066,TA00070
473.6468409927313,1973,TA00066,TA00071
456.61523109000984,1982,TA00066,TA00072
136.1285674078436,156,TA00066,TA00073
90.25946931074917,274,TA00066,TA00074
218.98134250980985,826,TA00066,TA00076
202.56982441742431,231,TA00066,TA00077
85.76108804544174,-459,TA00067,TA00020
393.1222773517779,-762,TA00067,TA00021
80.94559438112363,393,TA00067,TA00023
102.64299400074493,-336,TA00067,TA00024
110.21686542494434,-614,TA00067,TA00025
232.56843383112405,-752,TA00067,TA00026
206.48517494180913,-423,TA00067,TA00027
211.3495271407341,-832,TA00067,TA00028
184.0311119266463,-1339,TA00067,TA00029
207.2943795652106,-738,TA00067,TA00030
272.2582964445353,-1324,TA00067,TA00054
130.38829945678756,-192,TA00067,TA00056
104.10537924944235,-452,TA00067,TA00057
306.88225107122724,-784,TA00067,TA00061
433.44820208201713,-537,TA00067,TA00064
388.10880404714436,-382,TA00067,TA00065
121.68539626829967,-812,TA00067,TA00066
350.8934761781748,1052,TA00067,TA00068
353.2193443035203,1129,TA00067,TA00069
340.8803743620194,941,TA00067,TA00070
361.505461096791,1161,TA00067,TA00071
340.12860414403343,1170,TA00067,TA00072
206.148084195699,-656,TA00067,TA00073
149.41101251754932,-538,TA00067,TA00074
340.6548132153108,14,TA00067,TA00076
324.25512336575696,-581,TA00067,TA00077
416.485557993795,-1511,TA00068,TA00020
741.872576304574,-1814,TA00068,TA00021
269.9479248800343,-659,TA00068,TA00023
453.39221632822864,-1388,TA00068,TA00024
453.08213353603685,-1666,TA00068,TA00025
581.8023071751796,-1804,TA00068,TA00026
531.6792482049814,-1475,TA00068,TA00027
553.7920291805558,-1884,TA00068,TA00028
534.6944125296558,-2391,TA00068,TA00029
536.8803325825179,-1790,TA00068,TA00030
617.5442822785202,-2376,TA00068,TA00054
479.4708275024038,-1244,TA00068,TA00056
450.30518019242186,-1504,TA00068,TA00057
643.3500210815757,-1836,TA00068,TA00061
779.1015329887721,-1589,TA00068,TA00064
728.1033580401469,-1434,TA00068,TA00065
463.30958705370324,-1864,TA00068,TA00066
350.8934761781748,-1052,TA00068,TA00067
3.824273336483246,77,TA00068,TA00069
10.28214051149659,-111,TA00068,TA00070
10.760832823586055,109,TA00068,TA00071
40.564033066501075,118,TA00068,TA00072
553.5194654309305,-1708,TA00068,TA00073
498.3380420801716,-1590,TA00068,TA00074
674.6146560273279,-1038,TA00068,TA00076
657.8726053269755,-1633,TA00068,TA00077
418.34820168116096,-1588,TA00069,TA00020
743.9400182742257,-1891,TA00069,TA00021
272.27851954141045,-736,TA00069,TA00023
455.67355760912886,-1465,TA00069,TA00024
455.0789727888145,-1743,TA00069,TA00025
583.9323194657047,-1881,TA00069,TA00026
534.6350201294213,-1552,TA00069,TA00027
556.4986862239607,-1961,TA00069,TA00028
536.9507886333722,-2468,TA00069,TA00029
538.5134153887255,-1867,TA00069,TA00030
619.4902630837132,-2453,TA00069,TA00054
481.9500316670102,-1321,TA00069,TA00056
452.3855594967882,-1581,TA00069,TA00057
645.0338082459715,-1913,TA00069,TA00061
781.0111080314929,-1666,TA00069,TA00064
729.8375838549562,-1511,TA00069,TA00065
465.2669892612944,-1941,TA00069,TA00066
353.2193443035203,-1129,TA00069,TA00067
3.824273336483246,-77,TA00069,TA00068
12.355956684050478,-188,TA00069,TA00070
8.386191442014828,32,TA00069,TA00071
44.20528701695552,41,TA00069,TA00072
556.093030304461,-1785,TA00069,TA00073
500.83137288669656,-1667,TA00069,TA00074
676.2205898801404,-1115,TA00069,TA00076
659.4810731720847,-1710,TA00069,TA00077
406.2381267050683,-1400,TA00070,TA00020
731.7005304989477,-1703,TA00070,TA00021
259.9378974243844,-548,TA00070,TA00023
443.34612673635047,-1277,TA00070,TA00024
442.87847983402736,-1555,TA00070,TA00025
571.6613907817143,-1693,TA00070,TA00026
522.4745656859111,-1364,TA00070,TA00027
544.182288963953,-1773,TA00070,TA00028
524.6309936292863,-2280,TA00070,TA00029
526.5992862868794,-1679,TA00070,TA00030
607.322658732533,-2265,TA00070,TA00054
469.59408484686463,-1133,TA00070,TA00056
440.1381892811299,-1393,TA00070,TA00057
633.0724935028944,-1725,TA00070,TA00061
768.8685339662419,-1478,TA00070,TA00064
717.8316756663447,-1323,TA00070,TA00065
453.0912696609083,-1753,TA00070,TA00066
340.8803743620194,-941,TA00070,TA00067
10.28214051149659,111,TA00070,TA00068
12.355956684050478,188,TA00070,TA00069
20.634216048751806,220,TA00070,TA00071
40.85168812237169,229,TA00070,TA00072
543.743201928146,-1597,TA00070,TA00073
488.4754932551736,-1479,TA00070,TA00074
664.3327907974888,-927,TA00070,TA00076
647.5907929941192,-1522,TA00070,TA00077
426.7338871778737,-1620,TA00071,TA00020
752.3049004964079,-1923,TA00071,TA00021
280.56169120352456,-768,TA00071,TA00023
463.9780905327227,-1497,TA00071,TA00024
463.4543161255406,-1775,TA00071,TA00025
592.2836705677067,-1913,TA00071,TA00026
542.4194047777297,-1584,TA00071,TA00027
564.5465401798605,-1993,TA00071,TA00028
545.2647774608104,-2500,TA00071,TA00029
546.8860998376196,-1899,TA00071,TA00030
627.8714203399563,-2485,TA00071,TA00054
490.16067748748816,-1353,TA00071,TA00056
460.74727780734776,-1613,TA00071,TA00057
653.4123328697724,-1945,TA00071,TA00061
789.3950428804358,-1698,TA00071,TA00064
738.2203787877453,-1543,TA00071,TA00065
473.6468409927313,-1973,TA00071,TA00066
361.505461096791,-1161,TA00071,TA00067
10.760832823586055,-109,TA00071,TA00068
8.386191442014828,-32,TA00071,TA00069
20.634216048751806,-220,TA00071,TA00070
46.63688022932936,9,TA00071,TA00072
564.2440908442791,-1817,TA00071,TA00073
509.03379616736567,-1699,TA00071,TA00074
684.588916274752,-1147,TA00071,TA00076
667.8498345689056,-1742,TA00071,TA00077
411.16224594194887,-1629,TA00072,TA00020
733.1143417473805,-1932,TA00072,TA00021
259.85251791864005,-777,TA00072,TA00023
442.6606130352376,-1506,TA00072,TA00024
445.9447885235158,-1784,TA00072,TA00025
572.5824673592523,-1922,TA00072,TA00026
511.41476282146306,-1593,TA00072,TA00027
537.0434157250306,-2002,TA00072,TA00028
524.0007690464192,-2509,TA00072,TA00029
533.8154459002053,-1908,TA00072,TA00030
610.5166941295994,-2494,TA00072,TA00054
466.0412444972663,-1362,TA00072,TA00056
442.1410464550986,-1622,TA00072,TA00057
639.4127709977976,-1954,TA00072,TA00061
772.2228524500817,-1707,TA00072,TA00064
723.4078878291923,-1552,TA00072,TA00065
456.61523109000984,-1982,TA00072,TA00066
340.12860414403343,-1170,TA00072,TA00067
40.564033066501075,-118,TA00072,TA00068
44.20528701695552,-41,TA00072,TA00069
40.85168812237169,-229,TA00072,TA00070
46.63688022932936,-9,TA00072,TA00071
538.597850588529,-1826,TA00072,TA00073
484.6557250155738,-1708,TA00072,TA00074
671.5274527849085,-1156,TA00072,TA00076
654.7895480177328,-1751,TA00072,TA00077
176.05443546690913,197,TA00073,TA00020
216.37068693470414,-106,TA00073,TA00021
285.5063521251198,1049,TA00073,TA00023
111.89205939584939,320,TA00073,TA00024
138.14286535404463,42,TA00073,TA00025
88.24961250817367,-96,TA00073,TA00026
81.7243145720196,233,TA00073,TA00027
26.672068903259483,-176,TA00073,TA00028
61.318880992915375,-683,TA00073,TA00029
162.3263094386551,-82,TA00073,TA00030
135.2744944872857,-668,TA00073,TA00054
76.01161842170715,464,TA00073,TA00056
131.64236263985597,204,TA00073,TA00057
190.25646236343863,-128,TA00073,TA00061
265.82816435232775,119,TA00073,TA00064
242.92865477129365,274,TA00073,TA00065
136.1285674078436,-156,TA00073,TA00066
206.148084195699,656,TA00073,TA00067
553.5194654309305,1708,TA00073,TA00068
556.093030304461,1785,TA00073,TA00069
543.743201928146,1597,TA00073,TA00070
564.2440908442791,1817,TA00073,TA00071
538.597850588529,1826,TA00073,TA00072
57.15241587735641,118,TA00073,TA00074
221.34553747564573,670,TA00073,TA00076
210.2974062748932,75,TA00073,TA00077
123.17877655330992,79,TA00074,TA00020
257.57686292623225,-224,TA00074,TA00021
229.36232541742552,931,TA00074,TA00023
56.31850803502837,202,TA00074,TA00024
88.9611449391703,-76,TA00074,TA00025
105.24304977746318,-214,TA00074,TA00026
95.29361624151379,115,TA00074,TA00027
68.48411391348992,-294,TA00074,TA00028
54.62536925165711,-801,TA00074,TA00029
143.97502608375208,-200,TA00074,TA00030
153.96266052903377,-786,TA00074,TA00054
19.0238364571671,346,TA00074,TA00056
80.14079210897476,86,TA00074,TA00057
203.8435631869838,-246,TA00074,TA00061
303.7462468465798,1,TA00074,TA00064
270.83318837712517,156,TA00074,TA00065
90.25946931074917,-274,TA00074,TA00066
149.41101251754932,538,TA00074,TA00067
498.3380420801716,1590,TA00074,TA00068
500.83137288669656,1667,TA00074,TA00069
488.4754932551736,1479,TA00074,TA00070
509.03379616736567,1699,TA00074,TA00071
484.6557250155738,1708,TA00074,TA00072
57.15241587735641,-118,TA00074,TA00073
237.77951701676747,552,TA00074,TA00076
223.9820359729512,-43,TA00074,TA00077
261.07705398280893,-473,TA00076,TA00020
118.43874480710646,-776,TA00076,TA00021
415.25349160441357,379,TA00076,TA00023
248.4288209967953,-350,TA00076,TA00024
230.43942768770975,-628,TA00076,TA00025
135.14158174177874,-766,TA00076,TA00026
302.8913492965095,-437,TA00076,TA00027
246.07673531247212,-846,TA00076,TA00028
183.15419741001983,-1353,TA00076,TA00029
137.80202446784642,-752,TA00076,TA00030
86.239941654812,-1338,TA00076,TA00054
248.42342555187554,-206,TA00076,TA00056
237.30690697710898,-466,TA00076,TA00057
34.57627147928442,-798,TA00076,TA00061
123.06274879844904,-551,TA00076,TA00064
59.5809096502883,-396,TA00076,TA00065
218.98134250980985,-826,TA00076,TA00066
340.6548132153108,-14,TA00076,TA00067
674.6146560273279,1038,TA00076,TA00068
676.2205898801404,1115,TA00076,TA00069
